final_text,sentimentLabel,stemmed_text
errorudh berhasil register di suruh register lagi,positive,errorudh hasil register suruh register
padahal bagus suka banget tapi sudah enggak bisa berfungsi versi android maupun versi windows,positive,bagus suka banget enggak fungsi versi android versi windows
saya puas dengan adanya aplikasi ini tapi mungkin bisa lebih update lagi buku terbitan terbaru terlebih di kategori desain komunikasi visual,positive,puas aplikasi update buku terbit baru kategori desain komunikasi visual
this application ask permission for write tapi system setting,neutral,application ask permission write system setting
notifikasi dari aplikasi enggak pernah masuk jadi kalau buka aplikasinya baru ketahuan kalau ada notifikasi masuk,negative,notifikasi aplikasi enggak masuk buka aplikasi tahu notifikasi masuk
i recommend this app very nice,positive,recommend app nice
sejauh ini sudah bagustapi sayang saat scroll suka ngulang ke awaltolong di perbaiki,positive,bagustapi sayang scroll suka ngulang awaltolong baik
bad,negative,bad
great app semakin ke sini makin bagus peningkatannya bisa baca secara offline juga enggak mesti online terus berharap ke depannya fitur wishlist nya ada enggak cuma buat yang queue list saja,positive,great app bagus tingkat baca offline enggak mesti online harap depan fitur wishlist nya enggak queue list
terakhir download kgk bisa login,negative,download kgk login
kesan pertama bagus,negative,kesan bagus
aplikasiny sangat bagus sekalisedikit saran mungkin bisa ditambahkan search di halaman saat membaca,negative,aplikasiny bagus sekalisedikit saran search halaman baca
senang banget nemu app ini jadi bisa baca buku gratis dan legal tentunya secara umum aplikasinya bagus simple dan mudah dipakai untuk saran mungkin bisa tambah fitur sortir berdasarkan abjad di koleksi bukunya dan tambah fitur wishlist untuk menandai buku yang mau dibaca di kemudian hari,positive,senang banget nemu app baca buku gratis legal aplikasi bagus simple mudah pakai saran fitur sortir dasar abjad koleksi buku fitur wishlist tanda buku baca
ini adalah aplikasi yang sangat membantu kalau mau cari buku bacaan tanpa harus ke perpustakaan kita bisa meminjam buku dalam bentuk ebook bacanya tidak harus di smartphone tapi bisa di perangkat komputer ataupun tablet senyaman kita saja cara membaca ebooknya terima kasih ipusnas membantu banget aplikasi ini,positive,aplikasi bantu cari buku baca pustaka pinjam buku bentuk ebook baca tidak smartphone perangkat komputer tablet nyaman baca ebooknya terima kasih ipusnas bantu banget aplikasi
setiap mau buka buku yang dipinjam selalu crash ada solusi,negative,buka buku pinjam crash solusi
kenapa fitur searchnya enggak bisa menampilkan buk yang sedang dicari biasanya bisa dan muncul list beberapa buku sejenis apabila buku yang dicari belum tersedia,negative,fitur searchnya enggak tampil buk cari muncul list buku jenis buku cari sedia
thank lu for this good app there are sok many collections im very grateful tapi find this app hope there will be sok many people ini the future you cant believe its free guys no ads and no plagiarism lu dont have tapi download any kind of books illegally for developer im very pleased if lu ada some feature for better experince such as dark time font option finding pageoption etc i dont get any notification about the available books sok please fixs itu sok far itu is a good app,positive,thank good app sok many collections im grateful find app hope sok many people future cant believe free guys ads plagiarism dont download kind books illegally developer im pleased feature better experince dark time font option finding pageoption etc dont get notification available books sok please fixs sok far good app
eror please fix itu,negative,eror please fix
terima kasih sudah meluncurkan aplikasi ini tapi ada sedikit catatan jika ditambahkan fitu untuk mencari buku berdasarkan judul buku akan sangat membantu sekali karena sampai saat ini mencari buku hanya bisa berdasarkan kategori saja dan perlu waktu lama mencari satu judul buku yang diinginkan,negative,terima kasih luncur aplikasi catat fitu cari buku dasar judul buku bantu cari buku dasar kategori cari judul buku
sangat membantu,negative,bantu
aplikasinya keren senang sekali bisa meminjam buku gratis di perpustakaan nasional,positive,aplikasi keren senang pinjam buku gratis pustaka nasional
ipusnas is the definition of a little piece of heaven especially for book nerds i found a lot of books that i didnt know i needed until i read them on ipusnas thank you tapi whoever invented ipusnas just a bit suggestion itd be super great if ipusnas has wishlist feature sok we can easily find the books we wish tapi read anytime without having tapi search them again thanks,positive,ipusnas definition little piece heaven especially book nerds found lot books didnt know needed read ipusnas thank whoever invented ipusnas bit suggestion itd super great ipusnas wishlist feature sok easily find books wish read anytime without search thanks
habis diupdate malah error,negative,habis diupdate error
sekarang ini tidak bisa login dan aplikasi sering error tiba nutup sendiri untuk peminjaman buku di waiting list kurang ada kejelasan kapan buku tersebut dipinjam dan bagaimana antriannya,negative,tidak login aplikasi error nutup pinjam buku waiting list jelas buku pinjam antri
susah login loading nya lama pula padahal internet saya baik dan aplikasi lain juga lancar perlu diperbaiki lagi ya aplikasi nya biar mudah diakses,neutral,susah login loading nya internet aplikasi lancar baik ya aplikasi nya biar mudah akses
luar biasa,neutral,
kenapa appnya keluar terus ya tiap buka buku kalo cuma searching sama minjem lancar saja,positive,appnya ya buka buku kalo searching minjem lancar
tolong benerin lagi biar enggak slow terus walau jaringan baik pun slow dan gagal terus kalau mau minjem buku,neutral,tolong benerin biar enggak slow jaring slow gagal minjem buku
bagus tolong tingkatkan lagi,neutral,bagus tolong tingkat
always stopping for no reason and i cant borrow its sok sad,negative,always stopping reason cant borrow sok sad
kadang suka keluar sendiri tapi masih bisa ditoleransi sih karena enggak terlalu sering apalagi mengingat banyak sekali koleksi bukunya dan tiap hari bertambah terus,positive,kadang suka toleransi sih enggak koleksi buku tambah
semoga cepat ditingkatkan lagi fitur di appnya,positive,moga cepat tingkat fitur appnya
masyaallah tabarakallah bagus banget ebook gratisnya lengkap wajib download terima kasih banyak ipusnas semoga ke depannya lebih baik lagi,positive,masyaallah tabarakallah bagus banget ebook gratis lengkap wajib download terima kasih ipusnas moga depan
mohon dilengkapi lagi dong koleksinya,neutral,mohon lengkap koleksi
bukunya kerenkeren tapi masya allah filternya susah banget developer tolong dong kasih filter buat buku populer begitu atau filter minat deh ini mau mencari buku berasa menunggu wahyu dari tuhan menunggu semesta yang menentukan isi buku di rekomendasi kebanyakan bukubuku yang benaran bukan minatku sedih betul mungkin biar dibaca ya tapi malah bikin malas baca wey,positive,buku kerenkeren masya allah filter susah banget developer tolong kasih filter buku populer filter minat deh cari buku asa tunggu wahyu tuhan tunggu semesta tentu isi buku rekomendasi banyak bukubuku benar bukan minat sedih biar baca ya bikin malas baca wey
justru buku animal farm nya sedang saya pinjam setiap kali mau dibaca aplikasi ipusnasnya crash dan tertutup sendiri ketika mau membaca buku lost symbol karya dan brown juga sama tapi jika saya membaca buku inferno karya dan brown bisa langsung terbuka bisa dicheck ada masalah apa dengan animal farm dan lost symbol yang mengakibatkan aplikasi ipusnas crash saya sudah coba dengan tablet saya sama kejadiannya thanks,negative,buku animal farm nya pinjam kali baca aplikasi ipusnasnya crash tutup baca buku lost symbol karya brown baca buku inferno karya brown langsung buka dicheck animal farm lost symbol akibat aplikasi ipusnas crash coba tablet jadi thanks
lelet,neutral,lelet
belum coba aplikasinya karena saya deny permission untuk akses storage phone dan camera apakah ada alasan mengapa tidak bisa buka aplikasinya kalau menolak permintaan tersebut mengapa tidak dibuat tetap bisa membuka aplikasi tetapi ada fiturfitur yang dibatasi saya pribadi tidak terlalu suka dengan aplikasi yang meminta banyak izin apakah ada jaminan bahwa data saya tidak akan bocordisalahgunakan terimakasih,negative,coba aplikasi deny permission akses storage phone camera alas tidak buka aplikasi tolak minta tidak buka aplikasi fiturfitur batas pribadi tidak suka aplikasi izin jamin data tidak bocordisalahgunakan terimakasih
app bekerja dengan baik hanya saja interface dan kompatibilitas device perlu ditingkatkan jika membandingkan dengan negara tetangga atau perpustakaan sekolah swasta yang sudah menggunakan overdrive app ini terlihat sangat usang dan apak perlu dipertimbangkan menggunakan overdrive untuk layanan perpustakaan digital,positive,app interface kompatibilitas device tingkat banding negara tetangga pustaka sekolah swasta overdrive app usang apak timbang overdrive layan pustaka digital
saya enggan untuk menggunakan aplikasi ini setelah melihat banyak permission yang harus diaktifkan hanya untuk menjalankannya jika memang permission tersebut hanya dibutuhkan untuk menjalankan suatu fitur akan lebih baik apabila hanya fitur tersebut saja yang tidak dapat berjalan salam literasi,negative,enggan aplikasi permission aktif jalan permission butuh jalan fitur fitur tidak jalan salam literasi
terimakasihmohon update buku umum,neutral,terimakasihmohon update buku
aplikasi yang sangat bagus dan berguna semangat terus bagi developer untuk melakukan upgrade yang dibutuhkan agar pengguna semakin nyaman menggunakan aplikasi ini,negative,aplikasi bagus guna semangat developer upgrade butuh guna nyaman aplikasi
beberapa hari kemarin aplikasinya maintenance saya bukan cuma sekali mengalami ini tapi sudah beberapa kali meski tidak rutin intensitasnya pengguna lain pun mengalami hal demikian ya untuk darkmode itu memang tidak berfungsi atau hanya bisa berfungsi pada beberapa jenis perangkat yang sistemnya mendukung darkmode saja ipusnas semoga kedepannya lebih baik lagi ya sebab saya benarbenar dukung aplikasi ini semangat,negative,kemarin aplikasi maintenance bukan alami kali tidak rutin intensitas guna alami ya darkmode tidak fungsi fungsi jenis perangkat sistem dukung darkmode ipusnas moga depan ya benarbenar dukung aplikasi semangat
good,positive,good
kenapa setelah diupdate kok selalu gagal load padahal sudah berkalikali dicoba saya kira itu berasal dari jaringan saya tapi ternyata tidak dan ada tulisannya could not get data from server and no dls found,negative,diupdate gagal load berkalikali coba asal jaring tidak tulis could get data server dls found
keren sangat membantu untuk baca dan pinjam buku digital semoga koleksi pustakanya semakin banyak dan ditambahkan koleksi dari luar juga,positive,keren bantu baca pinjam buku digital moga koleksi pustaka koleksi
sangat membantu untuk baca buku gratisan tapi tetap legal sayang sekali ux dan fitur aplikasi sangat kurang untuk membalik halaman buku saja perlu untuk swipe dan menyesuaikan halaman dengan tepat padahal dapat dibuat lebih nyaman dan cepat dengan hanya klik selain itu snackbar yang muncul saat berganti halaman juga sangat mengganggu konsentrasi fitur standard untuk mencari buku seperti filter dan sort by juga tidak ada sehingga kesulitan saat ingin scroll mencari buku,negative,bantu baca buku gratis legal sayang ux fitur aplikasi balik halaman buku swipe sesuai halaman nyaman cepat klik snackbar muncul ganti halaman ganggu konsentrasi fitur standard cari buku filter sort tidak sulit scroll cari buku
